2013,5,1,30,1,true
2013,5,2,30,1,true
2013,5,3,30,1,true
2013,5,4,30,1,true
2013,5,5,30,1,true
2013,5,6,30,1,true
2013,5,7,30,1,true
2013,5,8,30,1,false
2013,5,9,30,1,true
2013,5,10,30,1,true
2013,5,11,30,1,true
2013,6,1,30,1,true
2013,6,2,30,1,true
2013,6,3,30,1,true
2013,6,4,30,1,true
2013,6,5,30,1,true
2013,6,6,30,1,true
2013,6,7,30,1,true
2013,6,8,30,1,true
2013,6,9,30,1,true
2013,6,10,30,1,true
2013,6,11,30,1,false
2013,6,12,30,1,true
2013,6,13,30,1,true
2013,6,14,30,1,true
2013,6,15,30,1,false
