2013,5,1,60,1,true
2013,5,1,60,1,true
2013,5,1,60,1,false
2013,5,1,60,1,true
2013,5,1,60,1,true
2013,5,1,60,1,true
2013,5,1,60,1,true
2013,5,1,60,1,true
2013,5,1,60,1,true
2013,5,1,60,1,true
2013,5,1,60,1,true
2013,5,1,60,1,true
2013,5,1,60,1,false
2013,5,1,60,1,true
2013,6,1,60,1,true
2013,6,1,60,1,true
2013,6,1,60,1,true
2013,6,1,60,1,true
2013,6,1,60,1,true
2013,6,1,60,1,true
2013,6,1,60,1,true
2013,6,1,60,1,true
2013,6,1,60,1,true
2013,6,1,60,1,true
2013,6,1,60,1,false
2013,6,1,60,1,true
2013,6,1,60,1,true
2013,6,1,60,1,true
2013,6,1,60,1,false
2013,6,1,60,1,true
2013,6,1,60,1,true
2013,6,1,60,1,true
2013,6,1,60,1,true
2013,6,1,60,1,false
2013,6,1,60,1,true
2013,6,1,60,1,true
2013,6,1,60,1,true
2013,6,1,60,1,true
2013,6,1,60,1,true
2013,6,1,60,1,true
2013,6,1,60,1,false
2013,6,1,60,1,true
2013,6,1,60,1,true
2013,6,1,60,1,true
