2013,5,29,60,0,true
2013,5,30,60,0,false
2013,6,1,60,0,false
2013,6,2,60,0,false
2013,6,3,60,0,true
2013,6,4,60,0,false
2013,6,6,60,0,false
2013,6,8,60,0,false
2013,6,9,60,0,false
2017,7,9,30,0,true
2017,7,11,30,0,true
2017,7,7,30,0,true
2017,7,9,30,0,true
2017,7,11,30,0,true
2017,7,7,30,0,false
2017,7,9,30,0,false
2017,7,11,30,0,true
2017,7,7,30,0,false
2017,7,9,30,0,true
2017,7,11,30,0,true
2017,7,7,30,0,true
2017,7,9,30,0,false
2017,7,11,30,0,false
2017,7,7,30,0,true
2017,7,9,30,0,true
2017,7,11,30,0,true
2017,7,7,30,0,false
2017,7,9,30,0,true
2017,7,11,30,0,false
2017,7,7,30,0,true
2017,7,9,30,0,true
2017,7,11,30,0,true
2017,7,7,30,0,true
2017,7,9,30,0,false
2017,7,11,30,0,true
2017,7,7,30,0,false
2017,7,9,30,0,true
