2013,05,29,60,0,true
2013,05,30,60,0,true
2013,06,01,60,0,false
2013,06,02,60,0,false
2013,06,03,60,0,true
2013,06,04,60,0,false
2013,06,06,60,0,true
2013,06,08,60,0,false
2013,06,09,60,0,true
2015,01,01,30,0,false
2015,01,03,30,0,true
2015,01,09,30,0,true
2015,01,11,30,0,false
2015,01,23,30,0,true
2015,01,25,30,0,true
2015,01,27,30,0,true
2015,09,04,30,0,true
2016,05,06,30,0,true
2016,05,12,30,0,false
2016,05,12,30,0,true
2016,05,15,30,0,false
2016,05,21,30,0,false
2016,11,10,30,0,true
2017,07,01,30,0,false
2017,07,11,30,0,true
2017,07,13,30,0,true
2017,08,01,30,0,false
2017,08,01,30,0,true
2017,08,02,30,0,true
2017,08,04,30,0,false
2017,08,06,30,0,false
2017,08,11,30,0,true
2017,08,12,30,0,false
2017,08,13,30,0,false
2017,08,21,30,0,true
2017,08,23,30,0,true
2017,08,25,30,0,true
2017,08,28,30,0,true
2017,09,01,30,0,false
2017,09,02,30,0,true
2017,09,04,30,0,true
2017,09,10,30,0,true
2017,09,11,30,0,true
2017,09,12,30,0,true
2017,10,03,30,0,false
2017,10,2,30,0,true
2017,10,4,30,0,true
2017,11,31,30,0,true
2018,00,16,30,0,false
2018,00,31,30,0,true
2018,01,01,30,0,true
2018,01,03,30,0,true
2018,01,05,30,0,true
2018,01,10,30,0,false
2018,02,10,30,0,false
2018,02,20,30,0,true
2018,02,21,30,0,true
2018,02,31,30,0,true
2018,03,03,30,0,true
